scenario,budget,method,target,proxy_target,bias,bias_mcse,rmse,empirical_variance,exact_design_variance,mean_estimated_variance,correct_selection,selection_mcse,mean_audits,audit_sd,audit_p05,audit_p95,zero_variance_fraction,wald_coverage,wald_coverage_mcse,wald_width,wald_decisive_rate,wald_wrong_decisive_rate,bernstein_coverage,bernstein_coverage_mcse,bernstein_width,bernstein_decisive_rate,bernstein_wrong_decisive_rate
silent_uncertain_group,250,historical_active,-0.005499999999999896,0.010499999999980717,0.0003391055129990869,0.00046630940457804504,0.014742523830270015,0.00021744446079793083,0.00020333030417361129,0.0002081728777366967,0.641,0.01516967369457893,250.209,15.348579670376601,226.0,275.0,0.0,0.949,0.006956938982052382,0.053898823974717486,0.092,0.004,1.0,0.0,0.8547198363243868,0.0,0.0
silent_uncertain_group,250,fixed_mixture,-0.005499999999999896,0.010499999999980717,0.0009587165593872623,0.0005101009132166957,0.016151219030280217,0.00026020294166450696,0.00023767091247628498,0.00024143291820259263,0.61,0.01542400726140908,249.824,15.645824229353206,225.95,277.04999999999995,0.0,0.948,0.007021111023192843,0.05979692832695023,0.077,0.006,1.0,0.0,0.7440712769698444,0.0,0.0
silent_uncertain_group,250,robust_path,-0.005499999999999896,0.010499999999980717,0.0011456667631114682,0.00058814995497734,0.018624902724642768,0.00034592036953984707,0.0003494036976002127,0.000352402275638095,0.596,0.015517216245190372,249.758,15.623941357530228,225.0,277.0,0.0,0.94,0.007509993342207438,0.07303542053015953,0.059,0.016,1.0,0.0,0.6903278357941482,0.0,0.0
silent_uncertain_group,250,oracle_residual,-0.005499999999999896,0.010499999999980717,-0.00020935875001940746,0.00016951188812093767,0.005361844553912454,2.8734280214325288e-05,2.9820321875000024e-05,2.9926451473437527e-05,0.87,0.010634848376916336,250.577,11.241282730962576,233.0,269.0,0.0,0.959,0.006270486424512857,0.021434910134954556,0.178,0.002,1.0,0.0,2.0,0.0,0.0
silent_uncertain_group,600,uniform,-0.005499999999999896,0.010499999999980717,-0.0005101166666860585,0.00041053298857702993,0.012985723560468577,0.0001685373347099878,0.00017036125000000004,0.000171948163875,0.679,0.0147634345597493,600.509,22.540407915319303,563.0,638.05,0.0,0.954,0.006624499981130654,0.051280386747455595,0.073,0.006,1.0,0.0,0.4083671500742438,0.0,0.0
silent_uncertain_group,600,historical_active,-0.005499999999999896,0.010499999999980717,-1.781200496312526e-05,0.0002585402488044371,0.00817169104036179,6.684306025186023e-05,6.718377257233806e-05,6.680986623652102e-05,0.754,0.013619251080731275,599.507,20.29561191151582,566.0,634.0,0.0,0.954,0.006624499981130654,0.031103532155427598,0.15,0.001,1.0,0.0,0.5198590127012459,0.0,0.0
silent_uncertain_group,600,fixed_mixture,-0.005499999999999896,0.010499999999980717,-0.000151262486491395,0.0002925378257871849,0.009247468922715912,8.557837951629334e-05,8.149235936511881e-05,8.228867460371433e-05,0.737,0.013922320208930694,600.303,21.793350847016185,565.0,638.0,0.0,0.942,0.007391616873188169,0.03523762233781637,0.113,0.002,1.0,0.0,0.45078475878859336,0.0,0.0
silent_uncertain_group,600,robust_path,-0.005499999999999896,0.010499999999980717,-0.0003039143644969584,0.00035951381878608586,0.011367202806900387,0.0001292501858981546,0.00012804768650200425,0.00012902898842814963,0.698,0.01451881537867329,600.512,22.36049748659112,566.0,637.0,0.0,0.948,0.007021111023192843,0.04439144738202816,0.084,0.005,1.0,0.0,0.4167750644926457,0.0,0.0
silent_uncertain_group,600,oracle_residual,-0.005499999999999896,0.010499999999980717,-2.2320994337570767e-05,3.2194939372202465e-05,0.001017828980647943,1.0365141211797923e-06,9.64065376420457e-07,9.62715285175623e-07,1.0,0.0,599.76,13.259721724840995,577.0,622.0,0.0,0.939,0.007568289106528638,0.0038434156871732716,1.0,0.0,1.0,0.0,0.828871353256373,0.0,0.0
visible_control,40,uniform,-0.10399999999999998,-0.09750000000002856,0.0013704999999714085,0.0028760289936860034,0.09091286762609528,0.008271542772522525,0.0077795437499999995,0.0078091191337500004,0.887,0.010011543337567888,40.25,6.202416462151664,30.0,51.0,0.0,0.918,0.008676174272108645,0.338123114864088,0.168,0.0,1.0,0.0,1.7548322498904045,0.0,0.0
visible_control,40,historical_active,-0.10399999999999998,-0.09750000000002856,0.003200019136213414,0.002507476471467574,0.07931828880643255,0.006287438254963473,0.005816931717440752,0.006001546543260299,0.898,0.009570579919733181,40.329,6.388393426407815,30.0,50.0,0.0,0.93,0.008068457101577721,0.28951015649599227,0.302,0.0,1.0,0.0,1.9998680182540196,0.0,0.0
visible_control,40,fixed_mixture,-0.10399999999999998,-0.09750000000002856,0.002411384760090979,0.002598535043564353,0.08216718788373228,0.006752384372631994,0.006357230509413611,0.00641858126268629,0.901,0.009444522221901962,40.268,6.191648610225916,30.950000000000003,51.0,0.0,0.928,0.00817410545564467,0.30620430892634165,0.223,0.002,1.0,0.0,1.8924251825997787,0.0,0.0
visible_control,40,robust_path,-0.10399999999999998,-0.09750000000002856,0.0008742807376036499,0.002711876647420892,0.08571863882892734,0.007354274950826774,0.006972084035888707,0.007026207416812648,0.896,0.009653186002558947,40.286,6.271964727383402,30.0,51.0,0.0,0.916,0.008771772910877251,0.3208229540768511,0.198,0.001,1.0,0.0,1.8109247493437366,0.0,0.0
visible_control,40,oracle_residual,-0.10399999999999998,-0.09750000000002856,0.0026144599999714246,0.0015261934420354986,0.04830913533878557,0.002329266422512163,0.0023761243125,0.0023692920123843755,0.988,0.003443254274665176,39.878,6.354013651975379,30.0,51.0,0.0,0.958,0.006343185319695463,0.19019647422606795,0.551,0.0,1.0,0.0,2.0,0.0,0.0
visible_control,100,uniform,-0.10399999999999998,-0.09750000000002856,0.002230799999971403,0.0017142124476492626,0.05422695141716776,0.002938524315675676,0.00306466875,0.003051343464,0.972,0.005216895628628201,99.76,10.296427361780221,84.0,117.0,0.0,0.945,0.007209368904418752,0.21437335796199114,0.461,0.0,1.0,0.0,1.0677682453422663,0.0,0.0
visible_control,100,historical_active,-0.10399999999999998,-0.09750000000002856,0.00038605062095592446,0.001466750649919173,0.04636113832350558,0.002151357469038316,0.0022796239369763,0.002237098596726948,0.986,0.0037153734670958734,99.95,10.18888184803972,83.0,116.0,0.0,0.96,0.00619677335393187,0.18132989233566388,0.676,0.0,1.0,0.0,1.4889121240471566,0.0,0.0
visible_control,100,fixed_mixture,-0.10399999999999998,-0.09750000000002856,0.002548456152668202,0.00152787021055599,0.04835853204643595,0.002334387380304405,0.0024957434537654435,0.0024772893300572117,0.985,0.0038438262187565153,99.83,10.167126952609104,84.0,116.0,0.0,0.956,0.006485676526007139,0.1929328744392725,0.561,0.0,1.0,0.0,1.1795988339726844,0.0,0.0
visible_control,100,robust_path,-0.10399999999999998,-0.09750000000002856,0.002895961993201926,0.0016167823549308666,0.05118356956972279,0.0026139851832157985,0.0027416848480590434,0.0027170615017401674,0.973,0.005125524363418832,99.892,10.293701778092093,84.0,116.0,0.0,0.946,0.0071473071852271785,0.20231042118264703,0.507,0.0,1.0,0.0,1.1065920061103358,0.0,0.0
visible_control,100,oracle_residual,-0.10399999999999998,-0.09750000000002856,0.0011417149999714271,0.0009626134046282783,0.03044669859515864,0.0009266245667700453,0.0009033009750000001,0.0008998668874807504,1.0,0.0,99.622,9.803837576746732,84.0,116.0,0.0,0.947,0.007084560677981384,0.11744497923173688,0.925,0.0,1.0,0.0,2.0,0.0,0.0
visible_control,250,uniform,-0.10399999999999998,-0.09750000000002856,0.0015766799999714087,0.001064891274828001,0.03369488616392567,0.0011339934272048048,0.00117871875,0.0011792601165,0.999,0.0009994998749374613,249.703,15.53287034198963,225.0,276.0,0.0,0.954,0.006624499981130654,0.13415163701305313,0.88,0.0,1.0,0.0,0.6407598293135232,0.0,0.0
visible_control,250,historical_active,-0.10399999999999998,-0.09750000000002856,0.0012870454196700354,0.0009234914763942071,0.029217120946083534,0.0008528365069727522,0.0008647008247905203,0.0008765423199221745,0.999,0.0009994998749374613,250.196,15.165539145628077,225.0,274.0,0.0,0.959,0.006270486424512857,0.1148291042333866,0.915,0.0,1.0,0.0,0.8771845933061222,0.0,0.0
visible_control,250,fixed_mixture,-0.10399999999999998,-0.09750000000002856,0.0014959987205269698,0.000958583310036801,0.03033481650662563,0.0009188819622811096,0.0009511486315061777,0.0009540164882066438,1.0,0.0,249.836,15.601939768007199,224.0,277.0,0.0,0.945,0.007209368904418752,0.1206007795526565,0.93,0.0,1.0,0.0,0.7028295446964491,0.0,0.0
visible_control,250,robust_path,-0.10399999999999998,-0.09750000000002856,0.0013841462814982997,0.0010056528540901782,0.03181575374253087,0.0010113376629397213,0.0010495251782565666,0.0010514765192909056,0.999,0.0009994998749374613,249.802,15.433567020977067,225.95,277.0,0.0,0.947,0.007084560677981384,0.1266786281029559,0.913,0.0,1.0,0.0,0.6619113298709226,0.0,0.0
visible_control,250,oracle_residual,-0.10399999999999998,-0.09750000000002856,8.760559997142425e-05,0.0005544708382752572,0.01752535726678104,0.00030743791049766633,0.00031417163999999996,0.00031503608897147996,1.0,0.0,250.658,14.156109332420101,227.95,275.0,0.0,0.942,0.007391616873188169,0.06954621541213428,1.0,0.0,1.0,0.0,2.0,0.0,0.0
visible_control,600,uniform,-0.10399999999999998,-0.09750000000002856,-0.0005150500000285912,0.0006801607928615781,0.021503984792230344,0.0004626187041460906,0.00044529375,0.0004470658467638889,1.0,0.0,600.509,22.540407915319303,563.0,638.05,0.0,0.955,0.00655553201502365,0.08277126449469632,0.999,0.0,1.0,0.0,0.3861224276118057,0.0,0.0
visible_control,600,historical_active,-0.10399999999999998,-0.09750000000002856,-0.00040407429947829365,0.0005813971562103471,0.018380639451219538,0.0003380226532494787,0.00031445294782938334,0.00031476023444011774,1.0,0.0,600.021,21.95432876567971,564.0,636.0,0.0,0.948,0.007021111023192843,0.06918144871662085,1.0,0.0,1.0,0.0,0.5303004098110842,0.0,0.0
visible_control,600,fixed_mixture,-0.10399999999999998,-0.09750000000002856,-0.0006681793355659132,0.0006089993364345013,0.019260212231706132,0.00037088019177766284,0.00035047286729424055,0.0003506687547712367,1.0,0.0,599.868,22.503844093820927,563.0,637.0,0.0,0.952,0.006759881655768837,0.07328834114117523,1.0,0.0,1.0,0.0,0.42382397785058057,0.0,0.0
visible_control,600,robust_path,-0.10399999999999998,-0.09750000000002856,-0.0005016423918723922,0.0006404000905987501,0.020247316090093816,0.00041011227603888735,0.0003914630996758118,0.0003929724535624769,1.0,0.0,600.303,22.50870571207578,563.95,636.0,0.0,0.947,0.007084560677981384,0.07760359472865153,0.999,0.0,1.0,0.0,0.39879284246171515,0.0,0.0
visible_control,600,oracle_residual,-0.10399999999999998,-0.09750000000002856,-0.00021456825002859337,0.0003016128659698936,0.009535480592585502,9.097032091857301e-05,8.506578750000001e-05,8.512863493081249e-05,1.0,0.0,600.243,17.399330093072194,572.0,628.0,0.0,0.951,0.006826346021115546,0.036159250977728666,1.0,0.0,1.0,0.0,1.4377164783767307,0.0,0.0
